term,estimate,std.error,statistic,p.value
(Intercept),0.48410617833578173,0.08573300111384195,5.646672483714334,6.154342231484837e-6
story_engage,0.19162855448149055,0.16139144676437003,1.187352603395807,0.245823528205303
